ID,TITULO,autores,pais,evento,ano,universidade,sub_area,tipo_abordagem,disponibilidade,link_acesso,base_dados,link_artigo,questao_001,,,questao_002,,,questao_003,,,questao_004,,,questao_005,,,anotacoes_adicionais
A00288,"Impacts of a flipped classroom with a smart learning diagnosis system on students' learning performance, perception, and problem solving ability in a software engineering course",Yen-Ting Lin,Taiwan,Computers in Human Behavior,2019,National Pingtung University,Processo de Desenvolvimento,FLipped Classroom,-,-,SCIENCE_DIRECT,https://drive.google.com/drive/u/1/folders/1XjNmFFKkADLJaTJtFaBY-DIOrI0pQR3Z,"O estudo utiliza abordagem de sala de aula invertida, junto da aplicação de um sistema inteligente para o diagnóstico de aprendizagem.",,,"A abordagem pode ser categorizada como centrada no aluno, envolvendo a interação entre professores e discentes apoiado no uso de tecnologias móveis e web.",,,"Habilidades em ordem (análise,avaliação e criação),  e maior capacidade da integração de tecnologias para resolver problemas práticos.",,,"A inovação ocorre ao inverter o paradigma tradicional com discussões em casos reais, além de utilizar sistemas para diagnosticar problemas de aprendizagem em tempo real.",,,Experimento.,,,
A00301,The essential competencies of software professionals: A unified competence framework,"Nana Assyne, Hadi Ghanbari e Mirja Pulkkien","Finlândia, Estônia e Gana",Information and Software Technology,2022,"Universidade de Jyvãskylã, Universidade Alto, FinEst Centre for Smart Cities/TalTech e Gimpa",Gerência de Projetos,Metodologia híbrida,-,-,SCIENCE_DIRECT,https://drive.google.com/drive/u/1/folders/1XjNmFFKkADLJaTJtFaBY-DIOrI0pQR3Z,O estudo aborda uma metodologia que une uma mixagem de abordagens para promover a criação de competências nos alunos.,,,Abordagem mista apoiada por um framework que pode ser personalizado com as características do projeto especifico definido pelo docente.,,,Fornecimento de um meio para mensurar a satisfação de competências adquiridas.,,,"Desenvolvendo soluções com múltiplos stakeholders, com técnicas de desenvolvimento ágil e de devops.",,,Grupos focais.,,,O estudo menciona várias competências que não foram identificadas durante uma revisão da literatura feita pelos autores.
A00318,Use of basic programming tools to foster programming logic in university students with school preparation other than computer science,"Fernando Ibarra-Torres, Gustavo Caiza, Marcelo V. Garcia e Valeria Barona-Pico",Equador,International COnference On Industry Science and Computer Science Innocation,2024,Universidade técnica de Ambato e Universidade Politécnica Salesiana,Análise / Projeto / Modelagem,ABPr,-,-,SCIENCE_DIRECT,https://drive.google.com/drive/u/1/folders/1XjNmFFKkADLJaTJtFaBY-DIOrI0pQR3Z,Foram utilizadas ferramentas para promover a construção lógica antes da codificação sintática.,,,"Uso de ferramentas para resolução de problemas menores, e desenvolvimento do pensamento crítico.",,,"O estudo demonstrou que trabalhar com ferramentas durante o curso, proporciona aos alunos uma maior segurança ao tratar com questões lógicas durante o processo de desenvolvimento, isso quando utilizados paradigmas que utilizam linguagens como java e python.",,,Ao decompor problemas complexos em problemas menores nos quais auxiliam na criação de soluções originais.,,,Experimento com alunos.,,,"O uso de ferramentas aulxilia na diminuição da evasão escolar nos casos dos países em desenvolvimento, em que maior parte dos alunos entra no ensino superior em computação sem ideia alguma de desenvolvimento."
A00320,Relating team atmosphere and group dynamics to student software development teams’ performance,"Sherlock A. Licorish, Daniel Alencar da Costa, Elijah Zolduarrati, Natalia Grattan",Nova Zelândia,Information and Software Technology,2024,University of Otago,Gerência de Projetos,ABPj,-,-,SCIENCE_DIRECT,https://drive.google.com/drive/u/1/folders/1XjNmFFKkADLJaTJtFaBY-DIOrI0pQR3Z,"A abordagem empregada pelo estudo une análise quantitativa (logs de repositório,  notas de atividades) e dados qualitativos (respostas abertas, análise de codificação em pares)",,,"ABPj com apoio de ferramentas como GitBucket, com os elementos que podem contribuir são o desenvolvimento de habilidades interpessoais.",,,"O estudo evidencia que equipes que aplicavam metas mútuas e resoluções de conflito por meio de gerenciamentos, eram mais organizadas e reflexivas mantendo alto desempenho.",,,Utilizando artefatos de repositórios e explorar competências de soft skills,,,"Estudo empíico, grupo focal e questionário.",,,"O estudo não apresenta um fator decisivo para dinâmicas de grupo, porém, é observado que o comprometimento da equipe completa resulta em bons resultados."
A00366,The effect of challenge-based gamification on learning: An experiment in the context of statistics education,"Nikoleta-Zampeta Legaki, Nannan Xi, Juho Hamari, Kostas Karpouzis, Vassillos Assimakopoulos.",Grécia e FInlândia,International Journal of Human-Computer Studies,2020,National Techinical University of Athens e Tampere University,Análise / Projeto / Modelagem,Gamificação,-,-,SCIENCE_DIRECT,https://drive.google.com/drive/u/1/folders/1XjNmFFKkADLJaTJtFaBY-DIOrI0pQR3Z,Gamificação baseada em desafios em que foi realizada a aplicação Horses for Courses que integra padrões de design de jogos.,,,"Gamificação, na qual pode ser colocada com meios de obter conquistas e superar desafios, manter os alunos imersos e promove competições colaborativas.",,,"O estudo demonstrou que a gamificação pode ser mais eficaz quanto comparada à métodos tradicionais (como apenas leitura de artigos), influenciando também nas perspectivas de gênero (maior parte dos melhores desempenhos foi do público feminino)",,,Pode inovar utilizando meios de alfabetizar os discentes no tato de tratamento e interpretação de dados.,,,Experimento controlado e questionário.,,,
A00392,Balancing enjoyment and learning in teaching software project management with game-based learning,"Alf Inge Wang, Vergad Aas Knutsen, Eivid Askestad",Noruega,Computers and Education Open,2024,Norwegian University of Science and Technology,Gerência de Projetos,Jogos sérios,-,-,SCIENCE_DIRECT,https://drive.google.com/drive/u/1/folders/1XjNmFFKkADLJaTJtFaBY-DIOrI0pQR3Z,Utilização de um jogo digital para introdução de gerência de projetos.,,,"Jogos sérios, que enfatizam riscos, curiosidade, concentração, superação de desafios e feedback imediato.",,,"Aumento do engajamento, redução de ansiedade e melhoria nos resultados de exames.",,,"Pode proporcionar inovação no design de ferramentas educacionais, alpem de poder desenvolver multiplos projeetos.",,,Questionário e entrevista.,,,"O estudo demonstra que a maioria dos jogos referentes à gerência de projetos falha ao trabalhar com soft skills, já para este estudo, eles tentam trabalhar elas por meio do gerenciamento simultâneo de projetos."
A00413,"Streaming software development: Accountability, community, and learning","Ella Kokinda, Paige Rodeghero",EUA,The Journal of Systems and Software,2023,Clemson University,Processo de Desenvolvimento,Metodologia colaborativa,-,-,SCIENCE_DIRECT,https://drive.google.com/drive/u/1/folders/1XjNmFFKkADLJaTJtFaBY-DIOrI0pQR3Z,"O estudo aborda meios de transmissão ao vivo para o aprendizado em desenvolvimento de software, utilizando técnicas de pensamento alto (em que o streamer narra seu processo), programação ao vivo e interação via chat.",,,Metodologia colaborativa em tempo real.,,,"Pode recorrer com o streaming algo comum da era digital que pode ser abordado em salas de aula virtual, podendo fornecer uma visão mais natural e comum do universo do desenvolvimento de software.",,,"Integração de múltiplas ferramentas, troca de conhecimento por meio do chat, quebras de esteriótipos, e fortalecimento da comunidade como um todo.",,,Entrevista,,,"O estudo mostra a forma potente do conhecimento, ao mostrar que quem sabe também pode aprender com novatos. Evoluindo asism a troca de conhecimento e gestão do mesmo."
A00750,First Steps towards Exporting Education: Software Engineering Education Delivered Online to Professionals,"Kevin D. Wendt, Ken Reily e Mats P. E. Heimdahl",EUA,International Conference on Software Engineering Education and Training,2016,University of Minnesota,Análise / Projeto / Modelagem,Metodologias remotas,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"A abordagem específica utilizada é o SPOC, um curso de 8 semanas que combina elementos assíncronos (vídeos, discussões e quizzes) com elementos síncronos obrigatórios (webinars semanais com discussões ao vivo e palestras de convidados da própria empresa)",,,"Metodologia tradicional com integração remota, os elementos que contribuem par sua adesão são a acessibilidade, personalização de conteúdo e utilização de recursos.",,,"A academia pode preencher a lacuna entre a educação formal e as necessidades da indústria. Os benefícios incluem a gestão de conhecimento, além de servir como ferramenta de marketing e recrutamento para programas de graduação formal.",,,"A inovação proposta é a ""terceirização do treinamento"" via academia, onde as universidades competem no espaço dominado por consultorias privadas",,,Experimento controlado e questionário.,,,"Uma parcela significativa dos participantes  não possuía graduação na área de computação, destacando a necessidade de educação continuada para quem já atua no mercado"
A00751,Learning Effectiveness of Team Discussions in Various Software Engineering Education Courses,"Masashi Shuto, Hironori Washizaki, Katsuhiko Kakehi, Yoshiaki Fukazawa, Shoso Yamato e Masashi Okubo",Japão,International Conference on Software Engineering Education and Training,2016,Waseda University (Tóquio) e Ehime University (Ehime),Processo de Desenvolvimento,ABPj,sim,https://www.ipa.go.jp/en/it-examinations/reference.html,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo analisa duas abordagens de cursos de ABPj controlado: o ""Projeto de Desenvolvimento de Sistemas"" (focado em processos iniciais como análise de requisitos e design) e o ""Projeto de Gestão de TI"" (focado em estratégia de gestão e TI)",,,"ABPj com foco em comunicação, apoio mútuo, liderança e diversidade.",,,A academia permite que os alunos pratiquem habilidades técnicas e de gestão essenciais para o sucesso na indústria. O uso de padrões como o SFIA garante que a formação esteja alinhada com as necessidades globais de carreira em TI,,,"A inovação ocorre ao otimizar a composição das equipes com base em características pessoais para aumentar a eficácia educacional. Além disso, a academia deve ajustar o tempo dedicado às discussões conforme o formato do curso.",,,Estudo de caso e questionário.,,,Os autores reconhecem que o uso de questionários é subjetivo e planejam métodos mais quantitativos (como mineração de dados) para futuras pesquisas
A00758,"10+ Years of Teaching Software Engineering with iTrust: The Good, the Bad, and the Ugly","Sarah Heckman , Kathryn T. Stolee e Christopher Parnin",EUA,International Conference on Software Engineering Education and Training,2018,North Carolina State University,Análise / Projeto / Modelagem,ABPj,sim,https://github.com/ncsu-csc326/iTrust,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, a abordagem centra-se no trabalho com um sistema de software legado real (iTrust) em um curso de nível júnior utilizando metodologias ágeis.",,,ABPj combinando práticas em laboratório e aplicação de cargos.,,,Treinamento e prática com códigos legados.,,,A inovação ocorre através da integração de práticas industriais como a Integração Contínua para fornecer feedback rápido e automatizado,,,Relato de experiência,,,O estudo enfatiza que tecnologias têm um ciclo de vida e que a manutenção de um sistema legado educacional exige atualizações periódicas para não se tornar um fardo para o aprendizado
A00761,ScrumBoard: A Project Management Tool Purpose-Built for Software Engineering Education,"Matthew Minish, Fabian Gilson e Matthias Galster.",Nova Zelândia,International Conference on Software Engineering Education and Training,2024,University of Canterbury,Gerência de Projetos,Uso de ferramentas,sim,https://gitlab.com/uc-scrumboard/scrumboard,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"A abordagem utilizada neste estudo foca no uso do framework Scrum apoiado pela ferramenta personalizada ""ScrumBoard"", que permite aos alunos gerenciarem o trabalho enquanto os educadores realizam o acompanhamento e a avaliação pedagógica",,,Uso de ferramentas com metodologias do scrum,,,"Os benefícios incluem a preparação de graduados prontos para a indústria, capazes de trabalhar de forma consistente e rastrear o progresso de suas tarefas",,,A inovação ocorre ao criar ferramentas que equilibram a funcionalidade profissional com necessidades pedagógicas,,,Curso de extensão.,,,O ScrumBoard integra-se a repositórios para vincular evidências de trabalho aos registros de tempo 
A00762,Robotics Software Engineering Education: An Experience Report,"Meenakshi Manjunath, Rainer Herrler, Jeshwitha Jesus Raja e Marian Daun.",Alemanha,International Conference on Software Engineering Education and Training,2025,Technical University of Applied Sciences Würzburg-Schweinfurt.,Processo de Desenvolvimento,ABPr,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, foram utilizadas duas abordagens principais em períodos distintos: a primeira foi um design clássico de palestras e sessões práticas com hardware robótico real e a segunda foi um design reestruturado focado em metodologias ativas",,,"ABPr, incentivando o trabalho em equipe,.",,,"Os benefícios incluem a compreensão profunda dos fundamentos de ES, a capacidade de lidar autonomamente com problemas de desenvolvimento de robôs, o desenvolvimento de soft skills",,,"A inovação ocorre ao utilizar casos de estudo orientados pela indústria, focar em conceitos essenciais para lidar com grupos de estudantes",,,Estudo de caso e questionário.,,,"O relatório destaca que o ensino de ES para engenheiros de áreas não computacionais (como robótica) exige estratégias diferentes, pois esses alunos costumam ter facilidade com conceitos de engenharia física, mas carecem de uma visão de processo de software além da programação"
A00771,Dual-Track Agile in Software Engineering Education,Cécile Péraire,EUA,International Conference on Software Engineering Education and Training,2019,Carnegie Mellon University,Análise / Projeto / Modelagem,"Dual track, flipped classroom e ABPj",-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,A abordagem combina a teoria com a prática através de um projeto de inovação de 15 semanas,,,"ABPj envolvendo o contato com os stakeholdrs, comunicação por artefatos, e desenvolvimento incremental.",,,Os benefícios incluem formar profissionais capazes de inovar com uma mentalidade de Design Thinking. Os alunos aprendem a projetar sistemas que resolvem problemas reais e oferecem experiências superiores ao usuário.,,,"A academia pode inovar ao adotar processos integrados da indústria, como o Dual-Track Agile",,,Curso de extensão,,,
A00778,The Use of Industry Training Strategies in a Software Engineering Course: An Experience Report,"Carlos Portela, Alexandre Vasconcelos, Sandro Oliveira e Maurício Souza",Brasil,International Conference on Software Engineering Education and Training,2017,"Universidade Federal de Pernambuco (UFPE), Universidade Federal do Pará (UFPA) e Universidade Federal de Minas Gerais (UFMG)",Processo de Desenvolvimento,ABPj,sim,https://goo.gl/FSfsiQ,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, foram utilizadas quatro abordagens adaptadas da indústria: Mentoria, Workshop, Dinâmicas de Grupo e Coaching.",,,ABPj envolvendo práticas integrativas,,,"Os benefícios incluem um aumento na percepção de aprendizagem dos alunos, maior engajamento em projetos práticos, desenvolvimento de competências profissionais além do conhecimento técnico",,,"A inovação pode ocorrer através da antecipação de práticas de treinamento da indústria no currículo de graduação, do mapeamento de tópicos de ensino para modelos de qualidade de mercado",,,Relato de experiência e questionário,,,O estudo demonstrou que a utilização de práticas da indústria resultou em um ganho de 30% de conhecimento em relação ao nível inicial da turma e superou o desempenho da abordagem tradicional em 11%
A00780,Value Based Prioritization of Requirements in Software Engineering Education,Paul Grasserbauer e Reinhold Ploesch,Áustria,International Conference on Software Engineering Education and Training,2023,Johannes Kepler University Linz,Requisitos,Metodologia tradicional,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,Os autores aplicam especificamente duas abordagens: a Técnica de Priorização de Wiegers e a Abordagem de Custo-Valor de Karlsson e Ryan,,,"Metodologia tradicoinal que trabalha planejamento, comunicação entre stakeholders e tomada de dcisão.",,,"Os benefícios práticos incluem maior transparência nas decisões, melhor compreensão dos requisitos em termos de custo-benefício e maior objetividade, evitando percepções conflitantes sobre o que agrega valor ao produto",,,Utilizando cursos práticos onde os alunos desenvolvem projetos completos de software aplicando ferramentas reais da indústria,,,Curso de extensão e questionário,,,
A00783,Software Engineering Education: Converging with the Startup Industry,"Maurício R. de A. Souza, Kattiana Constantino, Lucas Veado e Eduardo Figueiredo",Brasil,International Conference on Software Engineering Education and Training,2017,Universidade Federal de Minas Gerais,Requisitos,Gamificação,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo foram utilizadas abordagens de insígnias (badges) para reconhecer conquistas específicas e tabelas de classificação (leaderboards), compostas por um gráfico de notas parciais e um ""Hall da Fama""",,,Gamificação motivando  status social e reconhecimento por habilidades.,,,"Permite o estabelecimento de objetivos secundários que incentivam boas práticas profissionais, como a escrita de código limpo e a participação online, indo além da busca por notas",,,Inovando no uso de ferramentas gamificadas que suportem o desenvolvimento de habilidades e comportamentos específicos exigidos profissionalmente,,,Estudo emprírico e survey,,,"Os autores revelam que, embora o reconhecimento social seja valorizado, muitos alunos ainda veem as notas como a principal recompensa esperada e sugerem que as insígnias sejam convertidas em bônus na nota. Além disso, a clareza prévia sobre os critérios para ganhar badges foi apontada como um fator que aumentaria a motivação."
A00792,Leveraging Diversity in Software Engineering Education through Community Engaged Learning and a Supportive Network,"Nowshin Nawar Arony, Kezia Devathasan, Ze Shi Li e Daniela Damian.",Canadá,International Conference on Software Engineering Education and Training,2023,University of Victoria,Processo de Desenvolvimento,Aprendizagem Engajada na Comunidade,sim,https://doi.org/10.5281/zenodo.7196558,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"As abordagens utilizadas no estudo incluem a Aprendizagem Engajada na Comunidade, onde parceiros comunitários participam da identificação de problemas e ideação de soluções , e o Design Thinking da IBM para estruturar a organização da equipe e o feedback dos usuários.",,,Aprendizagem Engajada na Comunidade incluindo a integração de projetos que trabalham os ambientes reais de desenvolvimento,,,"Aumento da confiança e motivação dos estudantes para persistirem até a graduação, desenvolvimento de um senso de pertencimento e de uma rede profissional de apoio e aprendizado de habilidades interpessoais (soft skills) e técnicas através da resolução de problemas reais com clientes reais, indo além das simulações de sala de aula.",,,Envolvendo os estudantes em projetos com causas sociais e permitindo a interação com parceiros comunitários e mentores da indústria,,,Relato de experiência,,,"O programa teve duração de quatro meses, dividido em 8 fases quinzenais, abrangendo desde a definição do problema até a documentação final e entrega da solução. Os estudantes vinham de diversas áreas, incluindo engenharia de software, ciência da computação, biologia, química e negócios."
A00797,An Agile Software Engineering Course with Product Hand-Off,Jason B. Sheperd,EUA,International Conference on Software Engineering Education and Training,2018,Beuna Vista University,Processo de Desenvolvimento,ABPj,sim,https://www.google.com/search?q=http://github.com/jbshep/SE/,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"A abordagem utiliza uma mistura de métodos ágeis, empregando conceitos de XP e Scrum sendo  estruturado em 10 sprints semanais, começando após duas semanas de orientação em ferramentas como GitHub e Slack",,,ABPj com apoio de uso de ferramentas,,,"O estudo observou um aumento na autoeficácia dos alunos em relação à preparação para o local de trabalho futuro. Além disso, a prática ensina a importância do refatoramento de projetos e as consequências de longo prazo de decisões de curto prazo",,,"A inovação proposta é a introdução do product hand-off. Ao forçar os alunos a assumir um projeto desconhecido sem poder se comunicar com os desenvolvedores originais, eles enfrentam diretamente os desafios da manutenção e da falta de documentação, simulando cenários reais de rotatividade na indústria",,,Curso de extensão,,,
A00798,Ten Years of the Agile Software Factory for Software Engineering Education and Training,Robert C. Green II e Joseph T. Chao,EUA,International Conference on Software Engineering Education and Training,2017,Bowling Green State University,Processo de Desenvolvimento,Fábrica de Software,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"A abordagem utilizada é a Agile Software Factory (ASF) como um centro de coordenação para projetos reais, empregando estudantes remunerados que trabalham em um cronograma fixo sob a gestão de um Diretor.",,,Fábrica de software,,,"Oferece experiência de ""mãos na massa"" em um ambiente controlado e focado no aprendizado.",,,"A inovação ocorre através da criação de parcerias industriais em vez de apenas projetos comerciais, permitindo que empresas contribuam financeiramente via um modelo de ""membro corporativo"" em troca de reconhecimento e acesso antecipado a talentos",,,Análise de operação conínua.,,,
A00808,An Experience Report on the Use of Active Learning in Empirical Software Engineering Education: Understanding the Pros and Cons from the Student's Perspective,"Maria Alcimar Costa Meireles, Sabrina Rocha, Jose Carlos Maldonado e Tayana Conte",Brasil,International Conference on Software Engineering Education and Training,2024,UFAM e USP,Processo de Desenvolvimento,Aprendizagem ativa,sim,https://github.com/sabrina-rocha/ICSE_2024.git https://anonymous.4open.science/r/ICSE-DBF2/README.md  https://figshare.com/s/90e625b833ff5f575a34 ,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"Neste estudo específico, a abordagem utilizada foi a Aprendizagem Ativa. O processo incluiu o acesso prévio dos alunos aos materiais, discussões colaborativas em pequenos grupos e a aplicação prática do conhecimento através de tarefas de mapeamento sistemático de literatura e planejamento de experimentos controlados",,,Aprendizagem ativa centrada no nalunoutilizando ferramentas e ambientes físicos,,,"Melhoria na compreensão e retenção do conhecimento, uma vez que o aluno exerce o esforço direto para aprender. Desenvolvimento de habilidades interpessoais e de equipe, além de competências analíticas, de raciocínio crítico e de resolução de problemas. Aumento da motivação dos alunos e uma preparação mais robusta para a realização de pesquisas científicas.",,,"Promovendo uma cultura experimental que aproxima a academia da indústria, facilitando a transferência de tecnologia através de profissionais capazes de conduzir experimentos bem documentados e confiáveis",,,Relato de experiência e survey,,,
A00817,Impact of using Agile Methods in Software Engineering Education: A Case Study,Serein Al-Ratrout,Omã,"International Conference on Control, Decision and Information Technologies",2019,Al-Zahra College for Women,Processo de Desenvolvimento,Metodologia baseada em simulação,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"A abordagem conduzida no estudo trabalha condução de negócios reais em um laboratório de informática, utilizando as abordagem XP e SCRUM",,,"Abordagem iterativa e incremental com foco em equipes autogestacionais, colaboração com o usuário final  e adaptabilidade de requisitos.",,,Estimula a participação ativa e a motivação para a aprendizagem presente e futura,,,"Adotando o desenvolvimento rápido de software com alta qualidade e gerenciamento de mudanças constantes, refletindo as demandas atuais do mercado de TI",,,Estudo de caso e questionários,,,"O estudo destaca que métodos ágeis ajudam especialmente alunos com habilidades técnicas mais fracas, diminuindo a disparidade de conhecimento dentro da sala de aula"
A00826,Supporting Brainstorming Activities with Bots in Software Engineering Education,"Juan Carlos Farah, Sandy Ingram, Jérémy La Scala e Denis Gillet",Suiça,International Workshop on Bots in Software Engineering,2025,École Polytechnique Fédérale de Lausanne (EPFL) e University of Applied Sciences and Arts (HES-SO),Requisitos,Brainstroming,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,A abordagem utilizou uma ferramenta de brainstorming digital onde os alunos realizaram quatro tarefas de projeto de software com paio de IA,,,Brainstomrings com utilização de inteligências artificiais para aprimoramento da técnica.,,,"O uso de técnicas de brainstorming visa aumentar a criatividade, a diversidade de conceitos gerados e o pensamento crítico dos estudantes",,,"A academia pode inovar ao integrar tecnologias onipresentes na indústria, como o ChatGPT e o GitHub Copilot, no currículo, mas desenvolvendo frameworks e diretrizes que guiem a colaboração segura entre humanos e IA",,,Análise estatística,,,
A00836,Teaching Software Engineering Principles to K-12 Students: A MOOC on Scratch,Felienne Hermans e Efthimia Aivaloglou,Holanda,International Conference on Software Engineering Education and Training,2017,Universidade de Tecnologia de Delft,Processo de Desenvolvimento,Metodologia de cursos abertos e online,sim,https://www.google.com/search?q=https://www.edx.org/course/scratch-programmeren-voor-kinderen-8-delftx-scratchx-0,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"Este estudo utiliza uma abordagem de curso online (MOOC) que ensina conceitos elementares de programação e conceitos de ES (como code smells, depuração e qualidade de código) de forma simultânea",,,Elementos que contribuem para a adesão e sucesso incluem o perfil do aluno por meio da aboragem remota e aberta,,,"A academia pode introduzir métodos fundamentais de ES precocemente, permitindo que os alunos vejam a qualidade e a manutenção de código como uma parte natural do ato de programar, e não como uma tarefa separada ou avançada",,,Inovando na integração de conceitos industriais (como refatoração e clean code) em ferramentas acessíveis como o Scratch e plataformas de larga escala como MOOCs.,,,Curso online,,,
A00838,Attribution-based Personas in Virtual Software Engineering Education,"Klaudia Madhi, Lara Marie Reimer e Stephan Jonas",Alemanha,International Conference on Software Engineering Education and Training,2023,Technical University of Munich e University Hospital Bonn,Gerência de Projetos,Metodologia prática,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"Aabordagem de ensino utilizada é o iPraktikum, onde estudantes trabalham em equipes distribuídas lideradas por educadores, desenvolvendo protótipos reais para clientes da indústria",,,Elementos que contribuem para a adesão incluem a necessidade de superar a distância social e os vieses cognitivos (vieses de atribuição) que surgem no ambiente virtual,,,"A academia proporciona a simulação de ambientes industriais reais, o que permite o ensino de habilidades interpessoais (soft skills), como trabalho em equipe e comunicação",,,Inova por meio de colaborações estreitas com clientes da indústria e de pesquisa para o desenvolvimento de protótipos funcionais durante o curso.,,,Estudo de caso e entrevistas.,,,
A00844,Enhancing Software Engineering Education Through Experimentation: An Experience Report,Marco Kuhrmann e Jürgen Münch,Alemanha,"International Conference on Engineering, Technology and Innovation",2018,Clausthal University of Technology e Reutlingen University,Processo de Desenvolvimento,Experimentação,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,Utiliza a experimentação para permitir que os alunos aprendam sobre fenômenos (como dinâmica de grupo ou desenvolvimento distribuído) de forma sistemática. A condução é dividida em três fases: 1) Introdução de fundamentos; 2) Teoria combinada com aprendizado autodirigido e experimentos; 3) Avaliação e encerramento,,,"Experimentos com o tema central do curso, da seleção de conceitos que não seriam facilmente compreendidos sem a prática e da garantia de que os alunos tenham os pré-requisitos necessários rapidamente",,,"Melhora significativa nas habilidades de comunicação (escrita e apresentação), colaboração em equipe e resolução de problemas individuais. Ajuda os alunos a fundamentarem suas decisões em evidências e a criarem expertise profunda em tópicos específicos",,,"Integrando experimentos de pequeno e médio porte que permitam vivenciar riscos e cenários de falha controlados. Focar não apenas no desenvolvimento do produto, mas em fatores humanos e de gestão que são frequentemente as causas de falhas em larga escala na indústria.",,,Experimentos,,,"A abordagem exige uma carga de trabalho elevada tanto para alunos quanto para professores na preparação de materiais e artefatos de experimentação. É essencial que o professor tenha sessões de ""reserva"" planejadas caso as apresentações dos alunos falhem ou ocorram imprevistos."
A00846,Industrial Project-based Course on Service Oriented Design -Experience Sharing,Claudia Raibulet e Patricia Lago,Holanda,Designing and Running Project-Based Courses in Software Engineering Education,2022,Vrije Universiteit Amsterdam,Análise / Projeto / Modelagem,ABPj,sim,https://www.google.com/search?q=https://github.com/lagopat/Education-material-Master-course-Service-Oriented-Design,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"A abordagem utilizada é um curso de Mestrado em Design Orientado a Serviços, no qual um projeto industrial proposto em colaboração com uma empresa de TI é desenvolvido por alunos em equipes.",,,"ABPj motivando processo incremental, feedback constante e participação livre da indústria.",,,"Simulação de ambientes reais, desenvolvimento de softskills e continuidade acadêmica",,,"Integração de palestras, utilização de ferramentas de coordenção, e avaliação retrospectiva",,,Curso de extensão,,,
A00854,Deploying Team-Based Learning at Undergraduate Software Engineering Courses,Santiago Matalonga e Gaston Mousquez,Uruguai,International Workshop on Software Engineering Curricula for Millennials,2017,Universidade ort Uruguay,Análise / Projeto / Modelagem,ABEq,sim,http://www.epsteineducation.com/home/about/,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,O estudo utiliza abordagem baseada em equipes,,,"Gestão adequada de grupos, a responsabilidade dos estudantes pelo próprio aprendizado, exercícios de equipe que promovam o desenvolvimento do grupo e feedback frequente e imediato",,,"Os benefícios incluem o aumento da satisfação dos alunos, maior aprendizagem assistida por pares, mais tempo dedicado às tarefas e o alcance de níveis cognitivos mais elevados",,,O uso de jogos sérios e estudos de caso práticos ajuda a aplicar o conhecimento teórico em cenários simulados da indústria.,,,Surveys,,,O processo de apelação  é destacado como uma ferramenta importante para a melhoria contínua das questões de teste e para ensinar os alunos a fundamentarem suas afirmações com evidências
